DOMAIN,AGENCY,REG,CALLSIGN,TYPE,MODEL,HEX,COT,ICON,Domain,Agency,Type,Model
FIRE,,N13FH,HB-13FH-CWN_T1,HELICOPTER,UH60,A0795D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,,N803PJ,HB-803PJ-CWN_T1,HELICOPTER,,AAEE50,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Rotak,N803RA,HB-803RA-CWN_T1,HELICOPTER,BK-1200,AAEE7A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N407GP,HB-407GP-CWN_T1,HELICOPTER,,A4C746,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N407JB,HB-407JB-CWN_T1,HELICOPTER,,A4C76C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N407JT,HB-407JT-CWN_T1,HELICOPTER,,A4C77C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Central Copters,N414,HB-414-CWN_T1,HELICOPTER,BK-1200,A4E2FB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Croman Corporation,N1043T,HB-1043T-CWN_T1,HELICOPTER,BS-61A-402CB,A01663,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Midwest Helicopter,N4247V,HB-4247V-CWN_T1,HELICOPTER,Sikorsky S-58JT,A50DDC,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Croman Corporation,N1048Y,HB-1048Y-CWN_T1,HELICOPTER,BS-61A-402CB,A01717,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Croman Corporation,N624CK,HB-624CK-CWN_T1,HELICOPTER,BS-61A-402CB,A82555,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Timberline Helicopters,N674TH,HB-674TH-CWN_T1,HELICOPTER,Kmax,A8EC45,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,COULSON AVIATION,N745AW,HB-745AW-CWN_T1,HELICOPTER,S61,AA0532,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Timberline Helicopters,N675TH,HB-675TH-CWN_T1,HELICOPTER,Kmax,A8EFFC,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N603PG,HB-603PG-CWN_T1,HELICOPTER,,A7D3B0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N604PG,HB-604PG-CWN_T1,HELICOPTER,,A7D767,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N605PG,HB-605PG-CWN_T1,HELICOPTER,,A7DB1E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N69NW,HB-69NW-CWN_T1,HELICOPTER,,A9299E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,COULSON AVIATION,N476AW,HB-476AW-CWN_T1,HELICOPTER,S61,A5D779,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Mountain West Helicopters,N526MW,HB-526MW-CWN_T1,HELICOPTER,BK-1200,A6A060,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N762HT,HB-762HT-CWN_T1,HELICOPTER,,AA49B7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N763TW,HB-763TW-CWN_T1,HELICOPTER,,AA4E6B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N777G,HB-777G-CWN_T1,HELICOPTER,,AA839E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Rotak,N357KA,HB-357KA-CWN_T1,HELICOPTER,BK-1200,A3FFB0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N830AC,HB-830AC-CWN_T1,HELICOPTER,,AB585D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N877XL,H-877XL-CWN,HELICOPTER,as350,AC126F,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N889AB,HB-889AB-CWN_T1,HELICOPTER,,AC3F46,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,HeliCarrier,N448JS,HB-448JS-CWN_T1,HELICOPTER,,A5692E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N948C,HB-948C-CWN_T1,HELICOPTER,,AD2B12,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Firehawk Helicopters (Brainerd Helicopters,N9FH,HB-9FH-CWN_T1,HELICOPTER,TUH-60A+95,AC6AFF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Rainier Helicopter International,N699RH,HB-699RH-CWN_T1,HELICOPTER,BK-1200,A94DA4,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FXFT,HB-FXFT-CWN_T1,HELICOPTER,,C03D52,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FCLM,H-FCLM-CWN,HELICOPTER,,C00673,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FCNU,H-FCNU-CWN,HELICOPTER,,C006AF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-GEAT,H-GEAT-CWN,HELICOPTER,,C04F4C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FHCN,H-FHCN-CWN,HELICOPTER,,C012BE,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-GHFF,H-GHFF-CWN,HELICOPTER,,C057AC,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-GHTN,H-GHTN-CWN,HELICOPTER,,C05920,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FIRX,H-FIRX-CWN,HELICOPTER,,C016F2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-GIRZ,H-GIRZ-CWN,HELICOPTER,,C05B9C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-GJRY,H-GJRY-CWN,HELICOPTER,,C05E3F,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FMGM,H-FMGM-CWN,HELICOPTER,,C02059,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,HeliCarrier,C-FPUK,H-FPUK-CWN,HELICOPTER,,C029AF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-GRNR,H-GRNR-CWN,HELICOPTER,,C072F0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helimax Aviation,N950CH,HT-950CH-CWN_T1,HELICOPTER,TCH-47D,AD34E1,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,COULSON,N60CU,HT-60CU_T1,HELICOPTER,UH60,A7C52B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Coulson Grouo,N40CU,HT-40CU-CWN_T1,HELICOPTER,CH47,A4AA8D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helicopter Transport Services,N720HT,HT-720HT-CWN_T1,HELICOPTER,TCH-54B,A9A44D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N164AC,HT-164AC-CWN_T1,HELICOPTER,,A1008D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N16FH,HT-16FH-CWN_T1,HELICOPTER,,A0EFDA,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Coulson Aviation,N261CG,HT-261CG-CWN_T1,HELICOPTER,,A282ED,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Columbia Helicopters,N471CH,HT-471CH-CWN_T1,HELICOPTER,CH-47D,A5C50B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helicopter Transport Services,N721HT,HT-721HT-CWN_T1,HELICOPTER,TCH-54B,A9A804,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Siller Helicopters,N9125M,HT-9125M-CWN_T1,HELICOPTER,S64,ACA12C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,HP Helicopters,N8286,HT-8286-CWN_T1,HELICOPTER,Sikorsky S-70,AB51BD,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Billings Flying Service,N562AJ,HT-562AJ_T1,HELICOPTER,CH-47D,A72E61,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Columbia Helicopters,N472CH,HT-472CH-CWN_T1,HELICOPTER,CH-47D,A5C8C2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helicopter Transport Services,N722HT,HT-722HT-CWN_T1,HELICOPTER,,A9ABBB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Siller Helicopters,N4037S,HT-4037S-CWN_T1,HELICOPTER,S64,A4BB24,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Columbia Helicopters,N473CH,HT-473CH-CWN_T1,HELICOPTER,CH-47D,A5CC79,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,COULSON,N43CU,HT-55-QRF,HELICOPTER,CH47,A5210A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,COULSON,N42CU,HT-47-QRF,HELICOPTER,CH47,A4F98B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Billings Flying Service,N405AJ,HT-405AJ_T1,HELICOPTER,CH-47D,A4BF3D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N795HT,HT-795HT_T1,HELICOPTER,,AACB59,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helicopter Transport Services,N715HT,HT-715HT-CWN_T1,HELICOPTER,TCH-54B,A98F61,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,PJ Helicopters,N805PJ,HT-805PJ-CWN_T1,HELICOPTER,BUH-60A+98,AAF5BE,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Coulson Aviation,N161CG,HT-61-QRF,HELICOPTER,,A0F59E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N625CK,HT-625CK-CWN_T1,HELICOPTER,,A8290C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N6962R,HT-6962R-CWN_T1,HELICOPTER,,A943AE,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Heli.Transport Service,N716HT,HT-716HT-CWN_T1,HELICOPTER,S64,A99318,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,,N217AC,HT-729-SDGE,HELICOPTER,S64,A1D386,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Erickson Incorporated,N178AC,HT-178AC-CWN_T1,HELICOPTER,S64,A136E8,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Siller Helicopters,N3173U,HT-3173U-CWN_T1,HELICOPTER,S61,A363A6,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Erickson Incorporated,N163AC,HT-163AC-CWN_T1,HELICOPTER,S64,A0FCD6,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,N617CK,HT-617CK-CWN_T1,HELICOPTER,,A808FB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Coulson Aviation,N47CU,HT-47CU-CWN_T1,HELICOPTER,CH47,A5BF06,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helimax Aviation,N948CH,HT-948CH-CWN_T1,HELICOPTER,TCH-47D,AD2B1A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helicopter Transport Services,N718HT,HT-718HT-CWN_T1,HELICOPTER,TCH-54B,A99A86,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Siller Helicopters,N45917,HT-45917-CWN_T1,HELICOPTER,S61,A59626,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,Helicopter Transport Services,N719HT,HT-719HT-CWN_T1,HELICOPTER,TCH-54B,A99E3D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FXEC,H-FXEC-CWN,HELICOPTER,,C03D27,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,CWN,C-FZQB,H-FZQB-CWN,HELICOPTER,,C043A6,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,DYNAMIC AV,N57B,INTEL12-FIRIS,FIXED WING,B350,A74C29,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_INTEL.png,,,,
FIRE,DYNAMIC AV,N43U,INTEL24-FIRIS,FIXED WING,B350,A52287,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_INTEL.png,,,,
FIRE,,N263MC,JUMP_263MC-USFS,FIXED WING,,A28B38,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N107BH,JUMPR07-BLM,FIXED WING,,A01ED6,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N109BH,JUMPR09-USFS,FIXED WING,,A02644,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N110Z,JUMPR10-USFS,FIXED WING,SD3,A02E72,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N821AR,JUMPR11-USFS,FIXED WING,,AB34A2,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N112BH,JUMPR12-BLM,FIXED WING,,A033C2,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N114Z,JUMPR14-USFS,FIXED WING,SD3,A03D4E,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N117BH,JUMPR17-BLM,FIXED WING,,A04655,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N141Z,JUMPR41-USFS,FIXED WING,DH6C,A0A8A6,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N142Z,JUMPR42-USFS,FIXED WING,SD3,A0AC5D,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N143Z,JUMPR43-USFS,FIXED WING,DH6C,A0B014,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N145Z,JUMPR45-USFS,FIXED WING,SD3,A0B782,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N148Z,JUMPR48-USFS,FIXED WING,SD3,A0C2A7,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,DOI,N49SJ,JUMPR49-BLM,FIXED WING,DH6C,A60F58,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N255BH,JUMPR55-BLM,FIXED WING,,A26A32,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N151Z,JUMPR51-USFS,FIXED WING,SD3,A0D025,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N257MC,JUMPR52-USFS,FIXED WING,,A27295,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N260MC,JUMPR60-BLM,FIXED WING,,A28013,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N161Z,JUMPR61-USFS,FIXED WING,SD3,A0F7A4,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N162Z,JUMPR62-USFS,FIXED WING,SD3,A0FB5B,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N163Z,JUMPR63-USFS,FIXED WING,SD3,A0FF12,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N266MC,JUMPR66-BLM,FIXED WING,,A2965D,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N174Z,JUMPR74-USFS,FIXED WING,SD3,A12A48,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N176Z,JUMPR76-USFS,FIXED WING,SD3,A131B6,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,,N990BH,JUMPR90-BLM,FIXED WING,,ADD2C4,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_SMOKE_JMPR.png,,,,
FIRE,USFS,N182Z,N182Z-USFS,FIXED WING,B200,A14A59,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N61PC,LEAD-B2,FIXED WING,,A7EDAD,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N32EA,LEAD-B15,FIXED WING,,A36C5C,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N417SH,LEAD-B79,FIXED WING,King Air 90,A4EFB9,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N1542,LEAD-B42,FIXED WING,,A0DBA9,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N160HE,LEAD-58,FIXED WING,,A0F262,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,USFS,N147Z,LEAD-B47,FIXED WING,,A0BEF0,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N741JR,LEAD-55,FIXED WING,,A9F719,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,TENAX,N62GT,LEAD-53(t),FIXED WING,B200,A8148C,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N904JG,N904JG-CWN,FIXED WING,,AC7ED7,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N907JP,LEAD-33(t),FIXED WING,,AC8A03,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N905AK,LEAD-A4,FIXED WING,,AC81C9,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N979CT,LEAD-16(T),FIXED WING,,ADA558,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,TENAX,N556MC,LEAD-64(t),FIXED WING,B200,A716CB,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,TENAX,N5AE,N5AE-CWN,FIXED WING,B200,A63543,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,TENAX,N50HV,LEAD-59(t),FIXED WING,B200,A6385A,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,TAS,N513BT,LEAD-B77,FIXED WING,A90,A66CBF,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,,N24HD,LEAD-21(T),FIXED WING,,A22E59,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,DOI,N162GC,LEAD-B7,FIXED WING,,A0F9B5,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
FIRE,TENAX,N6300F,LEAD-50,FIXED WING,B200,A8401A,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_LEAD_PLANE.png,,,,
